"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:13:50:69",,"スローイン","加藤匠人",,,,
="0:13:52:09","ポゼッションスタート",,,,,,
="0:13:52:09","筑波大学",,,,,,
="0:14:03:04",,,"渡邊陽","ドリブル",,,
="0:14:36:77","ポゼッションエンド",,,,,,
="0:14:36:77","筑波大学",,,,,,
="0:14:47:52",,"スローイン","加藤匠人",,,,
="0:15:28:52",,"CK","加藤匠人",,,,
="0:15:33:43",,,"角田涼太郎","枠内シュート",,,
="0:15:38:50","ポゼッションスタート",,,,,,
="0:15:38:50","相手チーム",,,,,,
="0:15:58:45","ポゼッションエンド",,,,,,
="0:15:58:45","相手チーム",,,,,,
="0:15:59:35",,,"角田涼太郎",,"インターセプト",,
="0:16:08:90","ポゼッションスタート",,,,,,
="0:16:08:90","相手チーム",,,,,,
="0:16:16:57","ポゼッションエンド",,,,,,
="0:16:16:57","相手チーム",,,,,,
="0:16:17:71",,,"森侑里",,"インターセプト",,
="0:16:19:34","ポゼッションスタート",,,,,,
="0:16:19:34","筑波大学",,,,,,
="0:16:46:50",,,"山原怜音","ドリブル",,,
="0:16:46:50",,,,"クロス",,,
="0:16:49:87","ポゼッションエンド",,,,,,
="0:16:49:87","筑波大学",,,,,,
="0:16:55:54",,"スローイン","加藤匠人",,,,
="0:16:59:98","ポゼッションスタート",,,,,,
="0:16:59:98","筑波大学",,,,,,
="0:17:46:80","ポゼッションエンド",,,,,,
="0:17:46:80","筑波大学",,,,,,
="0:17:48:06",,,"和田育",,,"ファール",
="0:18:10:19","相手チーム","FK",,,,,
="0:18:11:39",,,"山川哲史",,"ブロック",,
="0:18:18:19","相手チーム",,,,,"ファール",
="0:18:27:74","ポゼッションスタート",,,,,,
="0:18:27:74","筑波大学",,,,,,
="0:18:30:84",,"FK","山原怜音",,,,
="0:19:12:68","ポゼッションエンド",,,,,,
="0:19:12:68","筑波大学",,,,,,
="0:19:12:95",,,"角田涼太郎",,"カット",,
="0:19:19:99","相手チーム",,,,,"ファール",
="0:19:24:73","ポゼッションスタート",,,,,,
="0:19:24:73","筑波大学",,,,,,
="0:19:25:73",,"FK","森侑里",,,,
="0:20:15:78","ポゼッションエンド",,,,,,
="0:20:15:78","筑波大学",,,,,,
="0:20:21:92",,,"加藤匠人",,"インターセプト",,
="0:20:28:52","ポゼッションスタート",,,,,,
="0:20:28:52","筑波大学",,,,,,
="0:20:50:81",,,"加藤匠人","クロス",,,
="0:21:09:50",,,"三笘薫","ドリブル",,,
="0:21:45:83","ポゼッションエンド",,,,,,
="0:21:45:83","筑波大学",,,,,,
="0:21:48:10","ポゼッションスタート",,,,,,
="0:21:48:10","相手チーム",,,,,,
="0:22:09:29","ポゼッションエンド",,,,,,
="0:22:09:29","相手チーム",,,,,,
="0:22:17:50",,"スローイン","加藤匠人",,,,
="0:22:22:84","ポゼッションスタート",,,,,,
="0:22:22:84","筑波大学",,,,,,
="0:22:25:67",,"スローイン","高嶺朋樹",,,,
="0:22:58:57",,,"山原怜音","ドリブル",,,
="0:23:06:08","ポゼッションエンド",,,,,,
="0:23:06:08","筑波大学",,,,,,
="0:23:11:82",,,"阿部航斗",,"クリア",,
="0:23:21:23","相手チーム","スローイン",,,,,
="0:23:26:90","ポゼッションスタート",,,,,,
="0:23:26:90","筑波大学",,,,,,
="0:23:27:47",,,"三笘薫",,"カット",,
="0:23:44:39","ポゼッションエンド",,,,,,
="0:23:44:39","筑波大学",,,,,,
="0:23:47:59",,,"和田育","ドリブル",,,
="0:23:47:59",,,,"枠内シュート",,,
="0:24:20:69",,"スローイン","加藤匠人",,,,
="0:24:23:66",,,"角田涼太郎",,"クリア",,
="0:24:33:34",,,"森侑里",,"ブロック",,
="0:24:35:80","ポゼッションスタート",,,,,,
="0:24:35:80","筑波大学",,,,,,
="0:24:39:37",,,"和田育","ドリブル",,,
="0:25:11:24",,,"小林幹","クロス",,,
="0:25:13:68","ポゼッションエンド",,,,,,
="0:25:13:68","筑波大学",,,,,,
="0:25:15:98",,,"山原怜音","枠外シュート",,,
="0:25:47:31","相手チーム","GK",,,,,
="0:25:48:28",,,"森侑里",,"ブロック",,
="0:25:51:98","ポゼッションスタート",,,,,,
="0:25:51:98","相手チーム",,,,,,
="0:26:31:25",,,"角田涼太郎",,"カット",,
="0:26:31:32","ポゼッションエンド",,,,,,
="0:26:31:32","相手チーム",,,,,,
="0:26:37:86","ポゼッションスタート",,,,,,
="0:26:37:86","筑波大学",,,,,,
="0:26:38:86",,"GK","阿部航斗",,,,
="0:27:15:80","ポゼッションエンド",,,,,,
="0:27:15:80","筑波大学",,,,,,
="0:27:21:00",,"スローイン","加藤匠人",,,,
="0:27:24:11","ポゼッションスタート",,,,,,
="0:27:24:11","筑波大学",,,,,,
="0:27:47:46",,,"渡邊陽","クロス",,,
="0:27:52:03","ポゼッションエンド",,,,,,
="0:27:52:03","筑波大学",,,,,,
="0:28:01:44","ポゼッションスタート",,,,,,
="0:28:01:44","筑波大学",,,,,,
="0:28:06:05",,"スローイン","山原怜音",,,,
="0:28:30:64",,,"角田涼太郎","ドリブル",,,
="0:28:38:65",,,"角田涼太郎","クロス",,,
="0:28:51:59","ポゼッションエンド",,,,,,
="0:28:51:59","筑波大学",,,,,,
="0:28:52:29",,,"高嶺朋樹","クロス",,,
="0:28:57:77",,,"小林幹","枠外シュート",,,
="0:29:19:65","相手チーム","GK",,,,,
="0:29:21:46",,,"角田涼太郎",,"ブロック",,
="0:29:35:50","相手チーム",,,,,"ファール",
="0:29:42:64",,"FK","角田涼太郎",,,,
="0:29:44:38","ポゼッションスタート",,,,,,
="0:29:44:38","筑波大学",,,,,,
="0:29:57:76","ポゼッションエンド",,,,,,
="0:29:57:76","筑波大学",,,,,,
="0:30:16:98","相手チーム","GK",,,,,
="0:30:27:02","ポゼッションスタート",,,,,,
="0:30:27:02","相手チーム",,,,,,
="0:30:39:60","ポゼッションエンド",,,,,,
="0:30:39:60","相手チーム",,,,,,
="0:30:41:27","相手チーム",,,,"被枠外シュート",,
="0:31:13:23",,"GK","阿部航斗",,,,
="0:31:20:84","相手チーム","スローイン",,,,,
="0:31:27:58",,,"森侑里",,"カット",,
="0:31:40:70","相手チーム","スローイン",,,,,
="0:31:42:36","ポゼッションスタート",,,,,,
="0:31:42:36","相手チーム",,,,,,
="0:32:03:69",,,"山川哲史",,"ブロック",,
="0:32:09:32","ポゼッションエンド",,,,,,
="0:32:09:32","相手チーム",,,,,,
="0:32:10:06","相手チーム","スローイン",,,,,
="0:32:10:79",,,"阿部航斗",,,,"キャッチ"
="0:32:21:20",,,"三笘薫","ドリブル",,,
="0:32:23:04","ポゼッションスタート",,,,,,
="0:32:23:04","筑波大学",,,,,,
="0:32:28:24",,,"山原怜音","ドリブル",,,
="0:32:28:24",,,,"クロス",,,
="0:32:31:41","ポゼッションエンド",,,,,,
="0:32:31:41","筑波大学",,,,,,
="0:32:34:35",,,"小林幹","枠外シュート",,,
="0:32:59:57","相手チーム","GK",,,,,
="0:33:03:65","相手チーム",,,,,"ファール",
="0:33:10:52","ポゼッションスタート",,,,,,
="0:33:10:52","筑波大学",,,,,,
="0:33:11:09",,"FK","山原怜音",,,,
="0:33:25:73","ポゼッションエンド",,,,,,
="0:33:25:73","筑波大学",,,,,,
="0:33:28:54","ポゼッションスタート",,,,,,
="0:33:28:54","相手チーム",,,,,,
="0:33:32:41","ポゼッションエンド",,,,,,
="0:33:32:41","相手チーム",,,,,,
="0:33:32:51","相手チーム",,,,"被枠内シュート",,
="0:33:32:91",,,"阿部航斗",,,,"セービング"
="0:33:57:73",,"スローイン","角田涼太郎",,,,
="0:33:58:47","ポゼッションスタート",,,,,,
="0:33:58:47","筑波大学",,,,,,
="0:34:33:34","ポゼッションエンド",,,,,,
="0:34:33:34","筑波大学",,,,,,
="0:34:36:57","ポゼッションスタート",,,,,,
="0:34:36:57","相手チーム",,,,,,
="0:34:40:21","ポゼッションエンド",,,,,,
="0:34:40:21","相手チーム",,,,,,
="0:34:40:54",,,"角田涼太郎",,"ブロック",,
="0:34:47:72","相手チーム","スローイン",,,,,
="0:34:54:76","ポゼッションスタート",,,,,,
="0:34:54:76","相手チーム",,,,,,
="0:35:03:90","ポゼッションエンド",,,,,,
="0:35:03:90","相手チーム",,,,,,
="0:35:06:94","ポゼッションスタート",,,,,,
="0:35:06:94","筑波大学",,,,,,
="0:35:08:17",,,"三笘薫",,"インターセプト",,
="0:35:13:04","ポゼッションエンド",,,,,,
="0:35:13:04","筑波大学",,,,,,
="0:35:15:61","ポゼッションスタート",,,,,,
="0:35:15:61","相手チーム",,,,,,
="0:35:44:07",,,"小林幹",,"ブロック",,
="0:35:54:15",,,"森侑里",,"カット",,
="0:35:54:28","ポゼッションエンド",,,,,,
="0:35:54:28","相手チーム",,,,,,
="0:35:58:92","ポゼッションスタート",,,,,,
="0:35:58:92","筑波大学",,,,,,
="0:36:07:26","ポゼッションエンド",,,,,,
="0:36:07:26","筑波大学",,,,,,
="0:36:15:00","ポゼッションスタート",,,,,,
="0:36:15:00","相手チーム",,,,,,
="0:36:34:69","ポゼッションエンド",,,,,,
="0:36:34:69","相手チーム",,,,,,
="0:36:36:59",,,"角田涼太郎",,"カット",,
="0:36:44:87",,,"三笘薫",,"カット",,
="0:36:47:37","ポゼッションスタート",,,,,,
="0:36:47:37","筑波大学",,,,,,
="0:36:52:27","ポゼッションエンド",,,,,,
="0:36:52:27","筑波大学",,,,,,
="0:36:55:38",,,"和田育",,,"オフサイド",
="0:37:21:34","相手チーム","FK",,,,,
="0:37:22:67",,,"角田涼太郎",,"ブロック",,
="0:37:35:82",,,"山川哲史",,"シュートブロック",,
="0:38:10:25","相手チーム","GK",,,,,
="0:38:14:89",,,"三笘薫",,"ブロック",,
="0:38:39:61",,"スローイン","角田涼太郎",,,,
="0:38:43:02","ポゼッションスタート",,,,,,
="0:38:43:02","相手チーム",,,,,,
="0:38:55:20","ポゼッションエンド",,,,,,
="0:38:55:20","相手チーム",,,,,,
="0:38:55:50",,,"加藤匠人",,"カット",,
="0:38:57:17","ポゼッションスタート",,,,,,
="0:38:57:17","筑波大学",,,,,,
="0:38:59:50","ポゼッションエンド",,,,,,
="0:38:59:50","筑波大学",,,,,,
="0:39:01:27","ポゼッションスタート",,,,,,
="0:39:01:27","相手チーム",,,,,,
="0:39:04:94","ポゼッションエンド",,,,,,
="0:39:04:94","相手チーム",,,,,,
="0:39:05:94",,,"山原怜音",,"カット",,
="0:39:07:48","ポゼッションスタート",,,,,,
="0:39:07:48","筑波大学",,,,,,
="0:39:25:23","ポゼッションエンド",,,,,,
="0:39:25:23","筑波大学",,,,,,
="0:39:27:40","相手チーム",,,,,"ファール",
="0:39:31:00","ポゼッションスタート",,,,,,
="0:39:31:00","筑波大学",,,,,,
="0:39:32:40",,"FK","森侑里",,,,
="0:39:37:64","ポゼッションエンド",,,,,,
="0:39:37:64","筑波大学",,,,,,
="0:39:47:35",,,"森侑里",,"インターセプト",,
="0:39:49:45","ポゼッションスタート",,,,,,
="0:39:49:45","筑波大学",,,,,,
="0:40:30:63","ポゼッションエンド",,,,,,
="0:40:30:63","筑波大学",,,,,,
="0:40:31:73",,,"三笘薫","枠内シュート",,,
="0:40:46:64","ポゼッションスタート",,,,,,
="0:40:46:64","筑波大学",,,,,,
="0:40:46:94",,,"三笘薫",,"インターセプト",,
="0:40:58:29",,,"和田育","ドリブル",,,
="0:41:02:06","ポゼッションエンド",,,,,,
="0:41:02:06","筑波大学",,,,,,
="0:41:03:86","ポゼッションスタート",,,,,,
="0:41:03:86","相手チーム",,,,,,
="0:41:10:97","ポゼッションエンド",,,,,,
="0:41:10:97","相手チーム",,,,,,
="0:41:16:84","ポゼッションスタート",,,,,,
="0:41:16:84","筑波大学",,,,,,
="0:41:24:45","ポゼッションエンド",,,,,,
="0:41:24:45","筑波大学",,,,,,
="0:41:27:72",,,"山原怜音","クロス",,,
="0:41:33:29","相手チーム","スローイン",,,,,
="0:41:34:09","ポゼッションスタート",,,,,,
="0:41:34:09","相手チーム",,,,,,
="0:41:49:90","ポゼッションエンド",,,,,,
="0:41:49:90","相手チーム",,,,,,
="0:41:49:94",,,"山川哲史",,"インターセプト",,
="0:41:52:87","ポゼッションスタート",,,,,,
="0:41:52:87","筑波大学",,,,,,
="0:42:12:43","ポゼッションエンド",,,,,,
="0:42:12:43","筑波大学",,,,,,
="0:42:22:87",,"スローイン","山原怜音",,,,
="0:42:26:94","ポゼッションスタート",,,,,,
="0:42:26:94","筑波大学",,,,,,
="0:42:48:03",,,"山川哲史","ドリブル",,,
="0:42:49:46","ポゼッションエンド",,,,,,
="0:42:49:46","筑波大学",,,,,,
="0:43:18:66","相手チーム","GK",,,,,
="0:43:29:80",,"スローイン","山原怜音",,,,
="0:43:33:14","相手チーム",,,,,"ファール",
="0:43:39:38",,"FK","高嶺朋樹",,,,
="0:43:43:42","ポゼッションスタート",,,,,,
="0:43:43:42","筑波大学",,,,,,
="0:43:58:87","ポゼッションエンド",,,,,,
="0:43:58:87","筑波大学",,,,,,
="0:43:59:00",,,"森侑里",,,"ファール",
="0:44:11:05","相手チーム","FK",,,,,
="0:44:26:93",,,"角田涼太郎",,"クリア",,
="0:44:50:59",,"FK","阿部航斗",,,,
="0:44:58:39",,,"森侑里",,"インターセプト",,
