"時間","default","セットプレー","選手名","攻撃","守備","反則","キーパーアクション"
="0:00:14:88","筑波大学","キックオフ",,,,,
="0:00:26:15","ポゼッションスタート",,,,,,
="0:00:26:15","相手チーム",,,,,,
="0:00:27:52",,,"山川哲史",,"クリア",,
="0:00:59:19",,,"角田涼太郎",,"カット",,
="0:01:35:56","ポゼッションエンド",,,,,,
="0:01:35:56","相手チーム",,,,,,
="0:01:36:29",,,"山川哲史",,"クリア",,
="0:01:38:43","ポゼッションスタート",,,,,,
="0:01:38:43","筑波大学",,,,,,
="0:01:39:33",,,"三笘薫","ドリブル",,,
="0:01:50:34",,,"山原怜音","ドリブル",,,
="0:01:51:21","ポゼッションエンド",,,,,,
="0:01:51:21","筑波大学",,,,,,
="0:01:53:94","ポゼッションスタート",,,,,,
="0:01:53:94","相手チーム",,,,,,
="0:02:06:52","ポゼッションエンド",,,,,,
="0:02:06:52","相手チーム",,,,,,
="0:02:07:72",,,"知久航介",,"インターセプト",,
="0:02:14:30","相手チーム","スローイン",,,,,
="0:02:20:67",,,"池谷祐輔",,"クリア",,
="0:02:31:01",,"スローイン","知久航介",,,,
="0:02:39:82","ポゼッションスタート",,,,,,
="0:02:39:82","相手チーム",,,,,,
="0:02:52:67","ポゼッションエンド",,,,,,
="0:02:52:67","相手チーム",,,,,,
="0:02:55:14",,,"角田涼太郎",,,"ファール",
="0:03:40:18","相手チーム","FK",,,,,
="0:03:45:45",,,"知久航介",,"シュートブロック",,
="0:03:50:19",,,"山川哲史",,"クリア",,
="0:04:02:07","ポゼッションスタート",,,,,,
="0:04:02:07","相手チーム",,,,,,
="0:04:03:00",,,"知久航介",,"クリア",,
="0:04:13:68","ポゼッションエンド",,,,,,
="0:04:13:68","相手チーム",,,,,,
="0:04:17:89",,,"山原怜音",,"クリア",,
="0:04:28:13","ポゼッションスタート",,,,,,
="0:04:28:13","相手チーム",,,,,,
="0:04:59:26","ポゼッションエンド",,,,,,
